author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/295316100/;Москва;sale;flat;22;42;2;61.6;27990000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300386935/;Москва;sale;flat;10;33;2;44.3;28500000;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303788194/;Москва;sale;flat;14;29;2;50.1;29600000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёвская;Sydney City
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303196371/;Москва;sale;flat;14;28;2;67.0;30000000;Можайский;переулок 2-й Петра Алексеева;5;Рабочий посёлок;КутузовGRAD II
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/288460035/;Москва;sale;flat;9;21;2;50.3;33400000;Басманный; Земляной Вал;37к1;Чкаловская;Дом Chkalov
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/303401196/;Москва;sale;flat;26;43;2;62.8;35200000;Хорошево-Мневники;Шелепихинская набережная;40к1;Шелепиха;Sydney City
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303875575/;Москва;sale;flat;21;36;2;56.1;35500000;Хорошево-Мневники;Шелепихинская набережная;42к2;Полежаевская;FreeDOM
ID 74438895;realtor;https://www.cian.ru/sale/flat/302406289/;Москва;sale;flat;11;16;2;63.0;35900000;Сокольники; Матросская Тишина;12;Сокольники;Ренессанс
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302295108/;Москва;sale;flat;10;46;2;58.5;39900000;Даниловский;Дубининская ;59А;Павелецкая;Павелецкая Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296565916/;Москва;sale;flat;4;8;2;65.0;44900000;Тверской;Благовещенский переулок;5;Маяковская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/277370296/;Москва;sale;flat;2;7;2;60.4;47133384;Пресненский;Никитский бульвар;12;Арбатская;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299008778/;Москва;sale;flat;4;28;2;70.0;48000000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296060032/;Москва;sale;flat;5;8;2;52.7;49000000;Таганский;Славянская площадь;2/5с1;Китай-город;LUMIN
Capital Group;developer;https://www.cian.ru/sale/flat/301483027/;Москва;sale;flat;12;18;1;53.4;59653573;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300133660/;Москва;sale;flat;3;3;2;107.8;70000000;Покровское-Стрешнево;Ленинградское шоссе;23к1;Балтийская;TWEED PARK
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303370372/;Москва;sale;flat;4;8;1;57.0;70000000;Таганский;Тессинский переулок;1;Чкаловская;Тессинский, 1
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299558863/;Москва;sale;flat;2;4;2;136.6;75000000;Донской;Варшавское шоссе;9с28;Тульская;Даниловская мануфактура
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006046/;Москва;sale;flat;4;6;2;156.0;77400000;Тверской; Малая Дмитровка;29С1;Маяковская;
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/303920462/;Москва;sale;flat;17;78;2;92.0;80000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Правовой центр жилья;real_estate_agent;https://www.cian.ru/sale/flat/303612164/;Москва;sale;flat;2;8;2;77.4;123000000;Красносельский;Костянский переулок;13;Сретенский бульвар;Клубный дом TURGENEV
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/302731259/;Москва;sale;flat;5;14;2;82.0;150000000;Хамовники;Трубецкая ;10;Фрунзенская;Дом на Трубецкой
Кристина Лебедева;realtor;https://www.cian.ru/sale/flat/300285703/;Москва;sale;flat;3;4;2;36.0;10150000;Соколиная гора;Щербаковская ;53;Измайлово;
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/301907258/;Москва;sale;flat;2;12;1;38.7;10600000;Строгино; Исаковского;2К1;Мякинино;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/297704043/;Москва;sale;flat;15;21;1;36.5;16500000;Головинский;Кронштадтский бульвар;к1/2;Водный стадион;Кронштадтский 9
Prime;real_estate_agent;https://www.cian.ru/sale/flat/300941020/;Москва;sale;flat;2;28;1;46.3;18400000;Даниловский;1-я оч.;к7;ЗИЛ;Shagal
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303228530/;Москва;sale;flat;19;43;1;39.5;21050000;Хорошево-Мневники;Шелепихинская набережная;40к1;Шелепиха;Sydney City
ID 46606378;realtor;https://www.cian.ru/sale/flat/303819109/;Москва;sale;flat;7;39;1;32.3;21777777;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Level Group;developer;https://www.cian.ru/sale/flat/302126131/;Москва;sale;flat;20;26;1;33.5;22848309;Нагатино-Садовники;Нагатинская набережная;10А;Нагатинская;Level Нагатинская
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/302828206/;Москва;sale;flat;14;25;1;44.3;23527036;Покровское-Стрешнево;;;Тушинская;Алиа ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303902689/;Москва;sale;flat;16;41;2;50.5;24380000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Премиум Сервис;real_estate_agent;https://www.cian.ru/sale/flat/300644939/;Москва;sale;flat;9;29;1;35.4;25000000;Хорошево-Мневники;Шелепихинская набережная;34к4;Шелепиха;Сердце Столицы
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302727288/;Москва;sale;flat;11;15;2;53.0;30500000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Prime;real_estate_agent;https://www.cian.ru/sale/flat/294562801/;Москва;sale;flat;25;33;2;69.8;36800000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/300299470/;Москва;sale;flat;22;44;2;85.7;38000000;Хорошево-Мневники; Шеногина;;Шелепиха;Sydney City
HYDE Residences;real_estate_agent;https://www.cian.ru/sale/flat/303399320/;Москва;sale;flat;50;85;2;92.0;43000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302893025/;Москва;sale;flat;28;29;2;53.0;44000000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302620422/;Москва;sale;flat;11;12;2;77.0;64000000;Аэропорт;Ленинградский проспект;36с36;Динамо;ВТБ Арена парк
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/296233811/;Москва;sale;flat;20;25;1;33.9;8000000;;;6;Коммунарка;
Колди;developer;https://www.cian.ru/sale/flat/302241111/;Москва;sale;flat;12;21;1;38.59;11281238;Нижегородский;Автомобильный проезд;4;Калитники;N’ice Loft
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299064211/;Москва;sale;flat;8;16;1;29.2;15300000;Хорошево-Мневники; Нижние Мневники;;Мнёвники;Остров
MR Group;developer;https://www.cian.ru/sale/flat/298871546/;Москва;sale;flat;38;48;1;34.8;16136690;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/303608215/;Москва;sale;flat;18;33;2;57.0;16200000;Южное Бутово; Поляны;5Ак2;Улица Скобелевская;Столичные поляны
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298484253/;Москва;sale;flat;3;14;1;38.8;16500000;Даниловский;проспект Лихачева;;ЗИЛ;Nagatino i-Land
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303253613/;Москва;sale;flat;4;15;1;30.2;17500000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301313976/;Москва;sale;flat;26;42;2;46.0;22500000;Котловка;Большая Черемушкинская ;25С14;Нагорная;Eniteo
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/300877720/;Москва;sale;flat;25;37;2;57.0;23000000;Останкинский; Годовикова;11к5;Алексеевская;iLove
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299110205/;Москва;sale;flat;7;11;1;39.8;24950000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296569807/;Москва;sale;flat;50;55;2;42.62;26750000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297075052/;Москва;sale;flat;50;55;2;42.47;26750000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
TOUCH;developer;https://www.cian.ru/sale/flat/302838431/;Москва;sale;flat;8;13;1;45.55;29049000;Южнопортовый;;к2;Дубровка;Шампайн ЖК
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/298749234/;Москва;sale;flat;4;25;2;71.0;30600000;Раменки; Янковского;1к3;Аминьевская;Событие
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303122846/;Москва;sale;flat;17;22;2;73.3;32000000;Щукино;Щукинская ;3;Стрешнево;Интонация
